round,basin,data_row_count,feature_quantity,feature_list,kernel_options,best_kernel,c_options,best_c,epsilon_options,best_epsilon,target_variable_variance,mse,rmse,mae,r2,within_5_percent,within_15_percent,within_25_percent,within_50_percent,results_min%_difference,results_max%_difference,0.25_quantile_loss,0.5_quantile_loss,0.75_quantile_loss,cross_val_mse
03_pca,Great Plains,62,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","['rbf', 'poly', 'sigmoid']",rbf,"[0.1, 0.5, 1, 5, 10, 50]",50.0,"[0.01, 0.05, 0.1, 0.2]",0.1,30765.01,32504.45,180.29,47.13,-0.06,56.25,93.75,93.75,93.75,1.74,185.73,0.61,2.38,3.72,5.69
06_wi_wc,Great Plains,29,95,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'PLAYTYPE_Shale', 'WELLTYPE_Conventional Hydrocarbon', 'WELLTYPE_Tight Gas', 'WELLTYPE_Undefined', 'FORMSIMPLE_Amsden', 'FORMSIMPLE_Arbuckle', 'FORMSIMPLE_Frontier', 'FORMSIMPLE_Kootenai', 'FORMSIMPLE_Lakota', 'FORMSIMPLE_Lansing', 'FORMSIMPLE_Mississippian', 'FORMSIMPLE_Muddy', 'FORMSIMPLE_Niobrara', 'FORMSIMPLE_Nisku', 'FORMSIMPLE_Nugget', 'FORMSIMPLE_Tensleep', 'FORMSIMPLE_Tyler', 'STATE_Colorado', 'STATE_Idaho', 'STATE_Kansas', 'STATE_Montana', 'STATE_Wyoming', 'COUNTY_Albany', 'COUNTY_Carbon', 'COUNTY_Caribou', 'COUNTY_Cheyenne', 'COUNTY_Glacier', 'COUNTY_Kiowa', 'COUNTY_Musselshell', 'COUNTY_Rawlins', 'COUNTY_Rosebud', 'COUNTY_Sublette', 'COUNTY_Teton', 'COUNTY_Uinta', 'PROVINCE_Cambridge Arch - Central Kansas Uplift', 'PROVINCE_Las Animas Arch', 'PROVINCE_North-Central Montana', 'PROVINCE_Southwestern Wyoming', 'PROVINCE_Wyoming Thrust Belt', 'REGION_Midcontinent', 'REGION_Rocky Mountains and Northern Great Plains', 'WELLNAME_1 Chivington Grazing Assoc.', 'WELLNAME_1 Dawson', 'WELLNAME_1 Government Weber', 'WELLNAME_1 Harrison', 'WELLNAME_1 Holmberg', 'WELLNAME_1 Tallman', 'WELLNAME_1 U. S. A. Wild Tract 1', 'WELLNAME_1 Usa Wild Tract No. 1', 'WELLNAME_13-31 Unit', 'WELLNAME_1cities C', 'WELLNAME_2 Chivington Grazing Assoc.', 'WELLNAME_6-23 Up Unit A', 'WELLNAME_6-23 Up Unit-a', 'WELLNAME_Bartosovsky #1', 'WELLNAME_Diamond Cattle No. 11', 'WELLNAME_Federal Melton #1', 'WELLNAME_Government No. 1', 'WELLNAME_Harrison & Cooper No. 21', 'WELLNAME_Harrison & Cooper No. 23', 'WELLNAME_No. 1 Burns', 'WELLNAME_No. 1 Hoffman', 'WELLNAME_No. 93 - 5 Swcb', 'WELLNAME_State E - 1', 'WELLNAME_Unit No. 11 - 9', 'WELLNAME_Uprr 19 - 1', 'WELLNAME_V. E. Kesterson No. 1', 'PERIOD_Cretaceous', 'PERIOD_Devonian', 'PERIOD_Jurassic', 'PERIOD_Mississippian', 'PERIOD_Ordovician', 'PERIOD_Pennsylvanian', 'PERIOD_Permian']","['rbf', 'poly', 'sigmoid']",sigmoid,"[10, 50, 100, 150, 200]",10.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.1,57292.44,60727.58,246.43,88.46,-0.06,87.5,87.5,87.5,87.5,5.81,159.16,0.86,1.21,3.2,6.71
07_wi_nc_eo,Great Plains,62,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","['rbf', 'poly']",rbf,"[10, 20, 30, 40, 50]",10.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.4,30765.01,32697.62,180.82,46.57,-0.06,75.0,93.75,93.75,93.75,6.27,112.29,0.67,1.11,2.57,9.09
04_pca,Great Plains,62,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","['rbf', 'poly', 'sigmoid']",rbf,"[0.1, 0.5, 1, 5, 10]",10.0,"[0.01, 0.05, 0.1]",0.1,30765.01,32569.18,180.47,47.09,-0.06,62.5,93.75,93.75,93.75,0.29,216.69,0.66,1.9,4.28,5.71
03_wi_wc,Great Plains,29,95,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'PLAYTYPE_Shale', 'WELLTYPE_Conventional Hydrocarbon', 'WELLTYPE_Tight Gas', 'WELLTYPE_Undefined', 'FORMSIMPLE_Amsden', 'FORMSIMPLE_Arbuckle', 'FORMSIMPLE_Frontier', 'FORMSIMPLE_Kootenai', 'FORMSIMPLE_Lakota', 'FORMSIMPLE_Lansing', 'FORMSIMPLE_Mississippian', 'FORMSIMPLE_Muddy', 'FORMSIMPLE_Niobrara', 'FORMSIMPLE_Nisku', 'FORMSIMPLE_Nugget', 'FORMSIMPLE_Tensleep', 'FORMSIMPLE_Tyler', 'STATE_Colorado', 'STATE_Idaho', 'STATE_Kansas', 'STATE_Montana', 'STATE_Wyoming', 'COUNTY_Albany', 'COUNTY_Carbon', 'COUNTY_Caribou', 'COUNTY_Cheyenne', 'COUNTY_Glacier', 'COUNTY_Kiowa', 'COUNTY_Musselshell', 'COUNTY_Rawlins', 'COUNTY_Rosebud', 'COUNTY_Sublette', 'COUNTY_Teton', 'COUNTY_Uinta', 'PROVINCE_Cambridge Arch - Central Kansas Uplift', 'PROVINCE_Las Animas Arch', 'PROVINCE_North-Central Montana', 'PROVINCE_Southwestern Wyoming', 'PROVINCE_Wyoming Thrust Belt', 'REGION_Midcontinent', 'REGION_Rocky Mountains and Northern Great Plains', 'WELLNAME_1 Chivington Grazing Assoc.', 'WELLNAME_1 Dawson', 'WELLNAME_1 Government Weber', 'WELLNAME_1 Harrison', 'WELLNAME_1 Holmberg', 'WELLNAME_1 Tallman', 'WELLNAME_1 U. S. A. Wild Tract 1', 'WELLNAME_1 Usa Wild Tract No. 1', 'WELLNAME_13-31 Unit', 'WELLNAME_1cities C', 'WELLNAME_2 Chivington Grazing Assoc.', 'WELLNAME_6-23 Up Unit A', 'WELLNAME_6-23 Up Unit-a', 'WELLNAME_Bartosovsky #1', 'WELLNAME_Diamond Cattle No. 11', 'WELLNAME_Federal Melton #1', 'WELLNAME_Government No. 1', 'WELLNAME_Harrison & Cooper No. 21', 'WELLNAME_Harrison & Cooper No. 23', 'WELLNAME_No. 1 Burns', 'WELLNAME_No. 1 Hoffman', 'WELLNAME_No. 93 - 5 Swcb', 'WELLNAME_State E - 1', 'WELLNAME_Unit No. 11 - 9', 'WELLNAME_Uprr 19 - 1', 'WELLNAME_V. E. Kesterson No. 1', 'PERIOD_Cretaceous', 'PERIOD_Devonian', 'PERIOD_Jurassic', 'PERIOD_Mississippian', 'PERIOD_Ordovician', 'PERIOD_Pennsylvanian', 'PERIOD_Permian']","['rbf', 'poly', 'sigmoid']",sigmoid,"[0.1, 0.5, 1, 5, 10, 50]",10.0,"[0.01, 0.05, 0.1, 0.2]",0.01,57292.44,60725.75,246.43,88.44,-0.06,87.5,87.5,87.5,87.5,5.46,154.83,0.86,1.23,3.11,6.64
06_wi_nc_eo,Great Plains,62,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","['rbf', 'poly', 'sigmoid']",rbf,"[10, 50, 100, 150, 200]",10.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.4,30765.01,32697.62,180.82,46.57,-0.06,75.0,93.75,93.75,93.75,6.27,112.29,0.67,1.11,2.57,9.09
06_pca,Great Plains,62,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","['rbf', 'poly', 'sigmoid']",rbf,"[10, 50, 100, 150, 200]",150.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.5,30765.01,32515.42,180.32,47.04,-0.06,50.0,93.75,93.75,93.75,1.56,141.92,0.67,2.27,3.48,5.46
05_wi_nc,Great Plains,35,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","['rbf', 'poly', 'sigmoid']",rbf,"[10, 50, 100, 150, 200]",10.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.5,34744.47,37329.72,193.21,53.67,-0.07,57.14,92.86,92.86,92.86,1.3,194.07,1.07,2.23,3.7,10.68
03_pca,Illinois,25,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","['rbf', 'poly', 'sigmoid']",sigmoid,"[0.1, 0.5, 1, 5, 10, 50]",10.0,"[0.01, 0.05, 0.1, 0.2]",0.01,155.89,167.06,12.93,9.82,-0.07,0.0,14.29,14.29,57.14,9.61,381.85,4.27,7.25,11.76,75.52
04_pca,Illinois,25,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","['rbf', 'poly', 'sigmoid']",sigmoid,"[0.1, 0.5, 1, 5, 10]",10.0,"[0.01, 0.05, 0.1]",0.01,155.89,167.06,12.93,9.82,-0.07,0.0,14.29,14.29,57.14,9.61,381.85,4.27,7.25,11.76,75.52
06_pca,Illinois,25,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","['rbf', 'poly', 'sigmoid']",sigmoid,"[10, 50, 100, 150, 200]",10.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.1,155.89,167.09,12.93,9.82,-0.07,0.0,14.29,14.29,57.14,8.81,382.23,4.36,7.25,11.78,75.62
04_wi_nc_eo,Great Plains,62,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","['rbf', 'poly', 'sigmoid']",sigmoid,"[0.1, 0.5, 1, 5, 10]",5.0,"[0.01, 0.05, 0.1]",0.05,30765.01,33328.16,182.56,47.74,-0.08,56.25,93.75,93.75,93.75,1.56,230.05,0.67,1.48,4.03,9.01
03_wi_nc_eo,Great Plains,62,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","['rbf', 'poly', 'sigmoid']",sigmoid,"[0.1, 0.5, 1, 5, 10, 50]",5.0,"[0.01, 0.05, 0.1, 0.2]",0.05,30765.01,33328.16,182.56,47.74,-0.08,56.25,93.75,93.75,93.75,1.56,230.05,0.67,1.48,4.03,9.01
02_wi_nc,Great Plains,35,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","['linear', 'rbf', 'poly', 'sigmoid']",rbf,"[0.1, 0.5, 1, 5, 10, 50, 100]",10.0,"[0.01, 0.05, 0.1, 0.2, 0.5]",0.2,43348.2,47460.16,217.85,67.98,-0.09,63.64,90.91,90.91,90.91,1.34,209.02,1.42,2.68,3.94,7.85
01_wi_nc,Great Plains,35,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","['linear', 'rbf', 'poly']",rbf,"[0.1, 1, 10]",10.0,"[0.01, 0.1, 0.5]",0.1,43348.2,47456.17,217.84,67.97,-0.09,54.55,90.91,90.91,90.91,0.74,209.73,1.34,2.71,3.94,7.81
03_wi_nc,Williston,292,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","['rbf', 'poly', 'sigmoid']",poly,"[0.1, 0.5, 1, 5, 10, 50]",50.0,"[0.01, 0.05, 0.1, 0.2]",0.1,6153.01,6783.99,82.36,22.19,-0.1,45.21,61.64,72.6,79.45,0.02,4008.22,0.51,3.22,10.6,1180.67
07_wi_nc,Williston,292,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","['rbf', 'poly']",poly,"[10, 20, 30, 40, 50]",50.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.1,6153.01,6783.99,82.36,22.19,-0.1,45.21,61.64,72.6,79.45,0.02,4008.22,0.51,3.22,10.6,1180.67
07_wi_wc,Great Plains,29,95,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'PLAYTYPE_Shale', 'WELLTYPE_Conventional Hydrocarbon', 'WELLTYPE_Tight Gas', 'WELLTYPE_Undefined', 'FORMSIMPLE_Amsden', 'FORMSIMPLE_Arbuckle', 'FORMSIMPLE_Frontier', 'FORMSIMPLE_Kootenai', 'FORMSIMPLE_Lakota', 'FORMSIMPLE_Lansing', 'FORMSIMPLE_Mississippian', 'FORMSIMPLE_Muddy', 'FORMSIMPLE_Niobrara', 'FORMSIMPLE_Nisku', 'FORMSIMPLE_Nugget', 'FORMSIMPLE_Tensleep', 'FORMSIMPLE_Tyler', 'STATE_Colorado', 'STATE_Idaho', 'STATE_Kansas', 'STATE_Montana', 'STATE_Wyoming', 'COUNTY_Albany', 'COUNTY_Carbon', 'COUNTY_Caribou', 'COUNTY_Cheyenne', 'COUNTY_Glacier', 'COUNTY_Kiowa', 'COUNTY_Musselshell', 'COUNTY_Rawlins', 'COUNTY_Rosebud', 'COUNTY_Sublette', 'COUNTY_Teton', 'COUNTY_Uinta', 'PROVINCE_Cambridge Arch - Central Kansas Uplift', 'PROVINCE_Las Animas Arch', 'PROVINCE_North-Central Montana', 'PROVINCE_Southwestern Wyoming', 'PROVINCE_Wyoming Thrust Belt', 'REGION_Midcontinent', 'REGION_Rocky Mountains and Northern Great Plains', 'WELLNAME_1 Chivington Grazing Assoc.', 'WELLNAME_1 Dawson', 'WELLNAME_1 Government Weber', 'WELLNAME_1 Harrison', 'WELLNAME_1 Holmberg', 'WELLNAME_1 Tallman', 'WELLNAME_1 U. S. A. Wild Tract 1', 'WELLNAME_1 Usa Wild Tract No. 1', 'WELLNAME_13-31 Unit', 'WELLNAME_1cities C', 'WELLNAME_2 Chivington Grazing Assoc.', 'WELLNAME_6-23 Up Unit A', 'WELLNAME_6-23 Up Unit-a', 'WELLNAME_Bartosovsky #1', 'WELLNAME_Diamond Cattle No. 11', 'WELLNAME_Federal Melton #1', 'WELLNAME_Government No. 1', 'WELLNAME_Harrison & Cooper No. 21', 'WELLNAME_Harrison & Cooper No. 23', 'WELLNAME_No. 1 Burns', 'WELLNAME_No. 1 Hoffman', 'WELLNAME_No. 93 - 5 Swcb', 'WELLNAME_State E - 1', 'WELLNAME_Unit No. 11 - 9', 'WELLNAME_Uprr 19 - 1', 'WELLNAME_V. E. Kesterson No. 1', 'PERIOD_Cretaceous', 'PERIOD_Devonian', 'PERIOD_Jurassic', 'PERIOD_Mississippian', 'PERIOD_Ordovician', 'PERIOD_Pennsylvanian', 'PERIOD_Permian']","['rbf', 'poly']",rbf,"[10, 20, 30, 40, 50]",20.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.1,57292.44,65491.02,255.91,91.77,-0.14,87.5,87.5,87.5,87.5,3.46,160.12,0.67,1.09,3.31,10.46
04_wi_nc,Illinois,12,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","['rbf', 'poly', 'sigmoid']",sigmoid,"[0.1, 0.5, 1, 5, 10]",10.0,"[0.01, 0.05, 0.1]",0.1,141.56,163.1,12.77,10.7,-0.15,0.0,0.0,33.33,66.67,19.56,51.71,5.81,6.72,13.61,136.19
02_wi_nc_eo,Williston,441,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","['linear', 'rbf', 'poly', 'sigmoid']",poly,"[0.1, 0.5, 1, 5, 10, 50, 100]",50.0,"[0.01, 0.05, 0.1, 0.2, 0.5]",0.5,2702.75,3447.52,58.72,17.9,-0.28,25.56,51.13,68.42,81.2,0.06,90823.58,1.43,4.37,11.21,1689.14
05_wi_wc,Permian,184,257,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'PLAYTYPE_Shale', 'WELLTYPE_Conventional Hydrocarbon', 'FORMSIMPLE_Abo', 'FORMSIMPLE_Atoka', 'FORMSIMPLE_Bell Canyon', 'FORMSIMPLE_Bend', 'FORMSIMPLE_Blinebry', 'FORMSIMPLE_Caddo', 'FORMSIMPLE_Cambrian', 'FORMSIMPLE_Canyon', 'FORMSIMPLE_Cherry Canyon', 'FORMSIMPLE_Cisco', 'FORMSIMPLE_Clear Fork', 'FORMSIMPLE_Delaware Mountain', 'FORMSIMPLE_Devonian', 'FORMSIMPLE_Drinkard', 'FORMSIMPLE_Ellenburger', 'FORMSIMPLE_Fusselman', 'FORMSIMPLE_Glorieta', 'FORMSIMPLE_Grayburg', 'FORMSIMPLE_Jackson', 'FORMSIMPLE_McKee', 'FORMSIMPLE_Mississippian', 'FORMSIMPLE_Montoya', 'FORMSIMPLE_Paddock', 'FORMSIMPLE_Pennsylvanian', 'FORMSIMPLE_Permian', 'FORMSIMPLE_Permian - Pennsylvanian', 'FORMSIMPLE_Queen', 'FORMSIMPLE_San Andres', 'FORMSIMPLE_Seven Rivers', 'FORMSIMPLE_Spraberry', 'FORMSIMPLE_Strawn', 'FORMSIMPLE_Tubb', 'FORMSIMPLE_Wichita', 'FORMSIMPLE_Wolfcamp', 'FORMSIMPLE_Yates', 'STATE_New Mexico', 'STATE_Texas', 'COUNTY_Andrews', 'COUNTY_Chaves', 'COUNTY_Crane', 'COUNTY_Crockett', 'COUNTY_Crosby', 'COUNTY_Culberson', 'COUNTY_Dawson', 'COUNTY_Ector', 'COUNTY_Eddy', 'COUNTY_Edwards', 'COUNTY_Fisher', 'COUNTY_Gaines', 'COUNTY_Garza', 'COUNTY_Glasscock', 'COUNTY_Hale', 'COUNTY_Hall', 'COUNTY_Hartley', 'COUNTY_Hockley', 'COUNTY_Irion', 'COUNTY_Kent', 'COUNTY_Lea', 'COUNTY_Loving', 'COUNTY_Martin', 'COUNTY_Midland', 'COUNTY_Mitchell', 'COUNTY_Motley', 'COUNTY_Nolan', 'COUNTY_Pecos', 'COUNTY_Reeves', 'COUNTY_Schleicher', 'COUNTY_Scurry', 'COUNTY_Sterling', 'COUNTY_Stonewall', 'COUNTY_Sutton', 'COUNTY_Swisher', 'COUNTY_Terry', 'COUNTY_Upton', 'COUNTY_Ward', 'COUNTY_Winkler', 'PROVINCE_Palo Duro Basin', 'PROVINCE_Permian Basin', 'REGION_West Texas and Eastern New Mexico', 'WELLNAME_#1 A. Calvert', 'WELLNAME_#1 Bean', 'WELLNAME_#1 Byran Hunt', 'WELLNAME_#1 Dickenson', 'WELLNAME_#1 F.m. Weaver', 'WELLNAME_#1 Hardy', 'WELLNAME_#1 Henrietta Long', 'WELLNAME_#1 Selman', 'WELLNAME_#1 Sims', 'WELLNAME_#1-b Corbett', 'WELLNAME_1', 'WELLNAME_Aldwell Bors. #1', 'WELLNAME_Annie C. Hugnes # 1', 'WELLNAME_B. Cowden #1', 'WELLNAME_B.b. Smith #1', 'WELLNAME_Barber #1', 'WELLNAME_Bessie Heierman #1', 'WELLNAME_Bright-federal #1', 'WELLNAME_C. R. Phillips  A  #3', 'WELLNAME_C. S. Stone #1', 'WELLNAME_C.n. Brown #1', 'WELLNAME_Campbell Estate #1', 'WELLNAME_Clackwood #1', 'WELLNAME_Connell 17d', 'WELLNAME_Copeland #1', 'WELLNAME_Cravens #1', 'WELLNAME_Dorothy Johnson #4', 'WELLNAME_Fannie Boyd #12', 'WELLNAME_Fed. Ballard', 'WELLNAME_Federal #1', 'WELLNAME_Federal Lea 6025 #1', 'WELLNAME_Gulf, Colo & Santa Fe #1', 'WELLNAME_H. E. Weck #29', 'WELLNAME_H. E. West #28', 'WELLNAME_H. E. West /b/ #27', 'WELLNAME_H. E. Wield #29', 'WELLNAME_H. E. Wood #28', 'WELLNAME_H. H. Harris #1 A', 'WELLNAME_H. N. Mattern', 'WELLNAME_H.w. Clark #1', 'WELLNAME_Halliburton #1', 'WELLNAME_Harry Leonard  C  #10', 'WELLNAME_Harry Lester #1', 'WELLNAME_Hix # 1', 'WELLNAME_Hogg #1', 'WELLNAME_Ida S. Johnson #1', 'WELLNAME_Iowa Trust Tr. #2', 'WELLNAME_J. H. Mcclure #20', 'WELLNAME_J. R. Phillips  A  #8', 'WELLNAME_J. Sanders #22', 'WELLNAME_J. Tippett #16', 'WELLNAME_J.a. Thomas #1', 'WELLNAME_J.c. Hogg #1', 'WELLNAME_J.l. Johnson #42', 'WELLNAME_J.l. Johnson Jr. B #1', 'WELLNAME_J.l. Johnson Jr. B Eo #1', 'WELLNAME_J.m. Freeman', 'WELLNAME_J.r. Scott #1', 'WELLNAME_John Shulte #4', 'WELLNAME_June Sanders 21a', 'WELLNAME_June Sanders A #21', 'WELLNAME_June Sanders Trc #7', 'WELLNAME_June Tippett #1', 'WELLNAME_June Tippett #33', 'WELLNAME_Kate Mcadams #1', 'WELLNAME_Kent Co. Sch. Land #1', 'WELLNAME_Kent County School', 'WELLNAME_Lottie Stoker #1', 'WELLNAME_M. E. Turner Bsp 53', 'WELLNAME_M.s. Jones #1', 'WELLNAME_Marathon Fed #1', 'WELLNAME_Martha Houghton # 1', 'WELLNAME_Meek Doss #2', 'WELLNAME_Midland Farms Deep Unit #20', 'WELLNAME_Midland Farms Unit #28', 'WELLNAME_Miers #1', 'WELLNAME_Morgan Jones Estate #1 (sog)', 'WELLNAME_Nellie P. Sellers #1', 'WELLNAME_Nellie Parramore Sellers', 'WELLNAME_New Mexico bo State #1', 'WELLNAME_O.j. Green #3', 'WELLNAME_Phillip Thomas #1', 'WELLNAME_R.h. Dorsey #1', 'WELLNAME_Realty Truck #1', 'WELLNAME_Reeves S. Fee', 'WELLNAME_Rh Dorsey #1', 'WELLNAME_Roy Barton #2', 'WELLNAME_Ruff #1', 'WELLNAME_Ruth Palmer #1', 'WELLNAME_Ruth Palmer #5', 'WELLNAME_Ruth Palmer #8', 'WELLNAME_S.e. Ligon #1', 'WELLNAME_Sand Hills Unit #3', 'WELLNAME_Sawyer #1', 'WELLNAME_Sealy & Smith #1-a', 'WELLNAME_Sealy & Smith #11', 'WELLNAME_Sealy & Smith #18', 'WELLNAME_Sealy & Smith Fnd.', 'WELLNAME_Sealy And Smith', 'WELLNAME_Sealy And Smith Unit', 'WELLNAME_Sealy-smith #12', 'WELLNAME_Seaman Unit #1', 'WELLNAME_Seaman Unit #3', 'WELLNAME_Shannon Hospital #1', 'WELLNAME_Shelton #1', 'WELLNAME_Sinclair Prairie Oil Company', 'WELLNAME_Sinclair Research Laboratories, Inc.', 'WELLNAME_Smith #1, Samedan Republic - Hamon', 'WELLNAME_State 245 #7', 'WELLNAME_State Chaves 180 #1', 'WELLNAME_State Culberson #1', 'WELLNAME_State Lea #1', 'WELLNAME_State Lea 401 #2', 'WELLNAME_State Lea 403 #4', 'WELLNAME_State Lea 405 #1', 'WELLNAME_State Lea 692 #1', 'WELLNAME_State Nat. Bank Of E. Paso #1', 'WELLNAME_Stoker #1', 'WELLNAME_Sw E Su #5', 'WELLNAME_Sweetwater Canyon', 'WELLNAME_Sweetwater Canyon Sand Unit #2', 'WELLNAME_T. D. Pope #7', 'WELLNAME_Tk Jones', 'WELLNAME_Turner  B  #58', 'WELLNAME_Turner  B  Sp #63', 'WELLNAME_Turner B - Sp Federal 65', 'WELLNAME_Turner B P #66', 'WELLNAME_Turner B Sp #67', 'WELLNAME_Turner Bsp 58', 'WELLNAME_Txl 3 #1', 'WELLNAME_Txl 3 No. 1', 'WELLNAME_Univ 24#2', 'WELLNAME_Univ. #1-19', 'WELLNAME_Univ. 23#7', 'WELLNAME_Univ. 24#9', 'WELLNAME_Univ. 78 #1', 'WELLNAME_Univ. 78 #4', 'WELLNAME_V.j. & J.d. Powell #2', 'WELLNAME_Valvera Hampton #1', 'WELLNAME_Vaughan #1', 'WELLNAME_Virgil Powell #1', 'WELLNAME_W. V. Roy #b 2', 'WELLNAME_W.a. Stearns #1', 'WELLNAME_W.a. Stearns #2', 'WELLNAME_W.d. Johnson #3', 'WELLNAME_W.e. Connell  B  Well', 'WELLNAME_We Connell #9-d', 'PERIOD_Cambrian', 'PERIOD_Devonian', 'PERIOD_Mississippian', 'PERIOD_Ordovician', 'PERIOD_Paleogene', 'PERIOD_Pennsylvanian', 'PERIOD_Permian', 'PERIOD_Silurian']","['rbf', 'poly', 'sigmoid']",sigmoid,"[10, 50, 100, 150, 200]",50.0,"[0.1, 0.2, 0.3, 0.4, 0.5]",0.1,90.94,118.48,10.88,5.81,-0.3,8.11,27.03,43.24,67.57,0.83,3159.93,1.57,3.48,6.67,474.23
