round,basin,data_row_count,feature_quantity,feature_list,k_options,best_k,target_variable_variance,mse,rmse,mae,r2,within_5_percent,within_15_percent,within_25_percent,within_50_percent,results_min%_difference,results_max%_difference,0.25_quantile_loss,0.5_quantile_loss,0.75_quantile_loss,cross_val_mse
06_pca,Fort Worth,17,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[3, 4, 5]",4,1038.83,708.35,26.61,15.15,0.32,0.0,0.0,20.0,80.0,70.95,220.17,4.64,4.66,4.67,67.22
06_pca,Gulf Coast,888,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[3, 4, 5]",4,19313.62,13123.99,114.56,19.18,0.32,46.4,71.17,81.98,90.54,0.22,4463.3,0.85,3.12,9.75,4798.15
03_pca,Oklahoma Platform,254,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3, 4, 5]",3,283.78,194.45,13.94,9.8,0.31,12.99,25.97,38.96,63.64,0.94,2010.0,2.73,7.88,11.9,154.1
06_pca,Oklahoma Platform,254,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[3, 4, 5]",5,308.4,211.93,14.56,9.94,0.31,10.94,32.81,40.62,68.75,0.47,309.2,2.52,6.77,13.05,138.94
01_pca,Oklahoma Platform,254,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3]",3,283.78,194.45,13.94,9.8,0.31,12.99,25.97,38.96,63.64,0.94,2010.0,2.73,7.88,11.9,154.1
07_pca,Oklahoma Platform,254,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[3, 4, 5, 6, 7, 8, 9]",5,308.4,211.93,14.56,9.94,0.31,10.94,32.81,40.62,68.75,0.47,309.2,2.52,6.77,13.05,138.94
01_wi_nc,Pacific,111,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","[1, 2, 3]",2,1.46,1.01,1.0,0.44,0.31,20.59,50.0,67.65,91.18,1.28,405.88,0.09,0.23,0.45,0.31
03_wi_nc,Pacific,111,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","[1, 2, 3, 4, 5]",2,1.46,1.01,1.0,0.44,0.31,20.59,50.0,67.65,91.18,1.28,405.88,0.09,0.23,0.45,0.31
07_wi_wc,Pacific,62,79,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'PLAYTYPE_Shale', 'WELLTYPE_Conventional Hydrocarbon', 'FORMSIMPLE_Anderson', 'FORMSIMPLE_Temblor', 'STATE_California', 'COUNTY_Fresno', 'COUNTY_Kings', 'COUNTY_Solano', 'PROVINCE_Sacramento Basin', 'PROVINCE_San Joaquin Basin', 'REGION_Pacific Coast', 'WELLNAME_1', 'WELLNAME_2', 'WELLNAME_21', 'WELLNAME_23', 'WELLNAME_25', 'WELLNAME_265', 'WELLNAME_27', 'WELLNAME_272R', 'WELLNAME_287', 'WELLNAME_3', 'WELLNAME_31', 'WELLNAME_32', 'WELLNAME_33', 'WELLNAME_34', 'WELLNAME_341', 'WELLNAME_38', 'WELLNAME_41', 'WELLNAME_44', 'WELLNAME_45', 'WELLNAME_47', 'WELLNAME_52', 'WELLNAME_53', 'WELLNAME_54', 'WELLNAME_56', 'WELLNAME_61', 'WELLNAME_63', 'WELLNAME_65', 'WELLNAME_66', 'WELLNAME_67', 'WELLNAME_68', 'WELLNAME_71', 'WELLNAME_73', 'WELLNAME_74', 'WELLNAME_8', 'WELLNAME_8-35A', 'WELLNAME_81', 'WELLNAME_85', 'WELLNAME_87', 'WELLNAME_96-28A', 'WELLNAME_K4', 'WELLNAME_K8', 'WELLNAME_Perry Anderson #19  Lower Zone', 'WELLNAME_T614', 'WELLNAME_V22', 'WELLNAME_W4', 'PERIOD_Neogene', 'PERIOD_Paleogene']","[3, 4, 5, 6, 7, 8, 9]",6,0.34,0.24,0.49,0.38,0.29,6.25,50.0,62.5,81.25,3.88,107.38,0.16,0.23,0.62,0.3
05_wi_nc_eo,Oklahoma Platform,248,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","[1, 2, 3, 4, 5]",5,229.38,163.58,12.79,8.8,0.29,11.0,26.0,41.0,63.0,0.12,2675.89,2.23,4.59,12.69,196.3
02_pca,Fort Worth,17,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3]",3,1225.54,882.4,29.71,16.76,0.28,25.0,25.0,75.0,75.0,31.51,169.65,2.85,3.58,17.49,57.72
04_pca,Fort Worth,17,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3, 4, 5]",4,1225.54,878.44,29.64,17.42,0.28,0.0,25.0,75.0,75.0,67.12,220.17,3.85,4.65,18.22,75.99
06_wi_nc,Pacific,111,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","[3, 4, 5]",3,1.57,1.13,1.06,0.45,0.28,14.29,42.86,71.43,96.43,4.08,766.67,0.13,0.26,0.4,0.3
07_wi_nc,Pacific,111,20,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL']","[3, 4, 5, 6, 7, 8, 9]",3,1.57,1.13,1.06,0.45,0.28,14.29,42.86,71.43,96.43,4.08,766.67,0.13,0.26,0.4,0.3
02_pca,Oklahoma Platform,254,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3]",3,314.13,229.3,15.14,10.23,0.27,23.53,29.41,43.14,68.63,0.94,294.28,2.07,8.24,13.97,140.1
04_pca,Oklahoma Platform,254,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3, 4, 5]",3,314.13,229.3,15.14,10.23,0.27,23.53,29.41,43.14,68.63,0.94,294.28,2.07,8.24,13.97,140.1
05_pca,Oklahoma Platform,254,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3, 4, 5]",3,262.25,192.18,13.86,9.22,0.27,13.73,29.41,42.16,66.67,0.94,2010.0,2.21,5.78,11.25,163.61
06_wi_wc,Gulf Coast,222,343,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'PLAYTYPE_Shale', 'WELLTYPE_Conventional Hydrocarbon', 'FORMSIMPLE_Anahuac', 'FORMSIMPLE_Annona', 'FORMSIMPLE_Bodcaw', 'FORMSIMPLE_Claiborne', 'FORMSIMPLE_Cotton Valley', 'FORMSIMPLE_Edwards', 'FORMSIMPLE_Eutaw', 'FORMSIMPLE_Fredericksburg', 'FORMSIMPLE_Frio', 'FORMSIMPLE_Hosston', 'FORMSIMPLE_Jackson', 'FORMSIMPLE_James', 'FORMSIMPLE_Miocene', 'FORMSIMPLE_Mooringsport', 'FORMSIMPLE_Nacatoch', 'FORMSIMPLE_Navarro', 'FORMSIMPLE_Norphlet', 'FORMSIMPLE_Paluxy', 'FORMSIMPLE_Pettet', 'FORMSIMPLE_Rodessa', 'FORMSIMPLE_Sligo', 'FORMSIMPLE_Smackover', 'FORMSIMPLE_Taylor', 'FORMSIMPLE_Tokio', 'FORMSIMPLE_Travis Peak', 'FORMSIMPLE_Tuscaloosa', 'FORMSIMPLE_Vicksburg', 'FORMSIMPLE_Washita', 'FORMSIMPLE_Wilcox', 'FORMSIMPLE_Yegua', 'STATE_Alabama', 'STATE_Arkansas', 'STATE_Florida', 'STATE_Louisiana', 'STATE_Mississippi', 'STATE_OffShore-Texas', 'STATE_Texas', 'COUNTY_Adams', 'COUNTY_Atascosa', 'COUNTY_Avoyelles', 'COUNTY_Bienville', 'COUNTY_Bossier', 'COUNTY_Brazoria', 'COUNTY_Caddo', 'COUNTY_Caldwell', 'COUNTY_Calhoun', 'COUNTY_Choctaw', 'COUNTY_Claiborne', 'COUNTY_Clarke', 'COUNTY_Colorado', 'COUNTY_Columbia', 'COUNTY_Concordia', 'COUNTY_De Soto', 'COUNTY_DeWitt', 'COUNTY_Escambia', 'COUNTY_Franklin', 'COUNTY_Galveston', 'COUNTY_Goliad', 'COUNTY_Gonzales', 'COUNTY_Grant', 'COUNTY_Guadalupe', 'COUNTY_Hardin', 'COUNTY_Hidalgo', 'COUNTY_Iberia', 'COUNTY_Jasper', 'COUNTY_Jefferson', 'COUNTY_Jim Hogg', 'COUNTY_Jones', 'COUNTY_Karnes', 'COUNTY_Kleberg', 'COUNTY_LaSalle', 'COUNTY_Lafayette', 'COUNTY_Lafourche', 'COUNTY_Lamar', 'COUNTY_Lincoln', 'COUNTY_Miller', 'COUNTY_Monroe', 'COUNTY_Montgomery', 'COUNTY_Nevada', 'COUNTY_Ouachita', 'COUNTY_San Patricio', 'COUNTY_Santa Rosa', 'COUNTY_Simpson', 'COUNTY_Smith', 'COUNTY_St. Landry', 'COUNTY_Tensas', 'COUNTY_Terrebonne', 'COUNTY_Tyler', 'COUNTY_Union', 'COUNTY_Vermilion', 'COUNTY_Wayne', 'COUNTY_Webster', 'COUNTY_Yazoo', 'PROVINCE_Gulf Coast-Offshore', 'PROVINCE_Louisiana-Mississippi Salt Basins', 'PROVINCE_Western Gulf', 'REGION_Gulf Coast', 'REGION_Gulf Coast-Offshore', 'WELLNAME_#11', 'WELLNAME_1 Alman Unit 7-3', 'WELLNAME_1 Blacksher Co 27-14', 'WELLNAME_1 Harrel Unit', 'WELLNAME_1 Humble Fee', 'WELLNAME_1 Rentz Trice 35-1', 'WELLNAME_15', 'WELLNAME_16', 'WELLNAME_18', 'WELLNAME_21-15-2', 'WELLNAME_23', 'WELLNAME_27', 'WELLNAME_28', 'WELLNAME_28-7-2', 'WELLNAME_33', 'WELLNAME_5', 'WELLNAME_A-9 Weeks Isl-ste Ut', 'WELLNAME_A. A. Burrell Fee #2', 'WELLNAME_A. A. Hodson #1', 'WELLNAME_A. G. Gallagher #3c', 'WELLNAME_A. Smith 1-x', 'WELLNAME_A. Viator No. 1', 'WELLNAME_A.R. Rucks #1', 'WELLNAME_Addie Martin #1', 'WELLNAME_Allen 2', 'WELLNAME_Allen Estate 20-7', 'WELLNAME_Alligator Point #1', 'WELLNAME_Alloway 1', 'WELLNAME_Angle #3', 'WELLNAME_B #1 Saint Regis', 'WELLNAME_BROCKMAN 1', 'WELLNAME_BURCHERS-H-G 1', 'WELLNAME_Bacot #5', 'WELLNAME_Baker O #1', 'WELLNAME_Banfield #1', 'WELLNAME_Barsodi #1', 'WELLNAME_Bates #c-1', 'WELLNAME_Beatly #1', 'WELLNAME_Bender Unit # 9 - 1', 'WELLNAME_Bender Unit #15 - 1', 'WELLNAME_Bender Unit 26 - 1', 'WELLNAME_Bernand #6', 'WELLNAME_Board Of Supervisors', 'WELLNAME_Brewer #1', 'WELLNAME_Brooks Fee #2e', 'WELLNAME_Burns A-2', 'WELLNAME_Burns C-1', 'WELLNAME_C STRAWN 1', 'WELLNAME_C. D. Helms 5-4', 'WELLNAME_C. J. Thibodeaux No. 1', 'WELLNAME_C. W. Farris #1', 'WELLNAME_C. Walker 2 Unit 2', 'WELLNAME_C.c. Haynes Et Al Unit 2 #1', 'WELLNAME_C.c. Haynes Etal Unit #2 No. 1', 'WELLNAME_Cabe - Henson 1', 'WELLNAME_CentralOilCo. 5-6', 'WELLNAME_Cozby #1', 'WELLNAME_DENMAN C-30', 'WELLNAME_David Lewis #2', 'WELLNAME_Davis A-1', 'WELLNAME_Dry Bayou Swds 2', 'WELLNAME_Dunn E. L. #2', 'WELLNAME_E. A. Bearden 1', 'WELLNAME_E. A. Bearden 2', 'WELLNAME_E. Broussard #9', 'WELLNAME_E. Dugas #6', 'WELLNAME_E. Dugas #7', 'WELLNAME_E. T. Soileau No. 1', 'WELLNAME_E.k. Gladney #1', 'WELLNAME_E.m. Stelly #1', 'WELLNAME_Elliot Stagg 26-5', 'WELLNAME_Emil Korenik B #1-T', 'WELLNAME_Emma Hastadt #5 Ut', 'WELLNAME_Estellete No. 1', 'WELLNAME_Evans A #1', 'WELLNAME_F W BOYD 2', 'WELLNAME_F. M. Snowden 1-s Swdw', 'WELLNAME_Fannie S. Sanders #1', 'WELLNAME_Fortson #1', 'WELLNAME_Frost F-2', 'WELLNAME_G.W. ALLEN 8', 'WELLNAME_G.f. Butler #2', 'WELLNAME_GERBERT 2', 'WELLNAME_Gardiner # 1', 'WELLNAME_Gardiner #1', 'WELLNAME_Garrett Unit G #1', 'WELLNAME_GeigerCupp Unit 9-13 no. 1', 'WELLNAME_Geoi West #31', 'WELLNAME_Gray Hickey No. 1', 'WELLNAME_H. S. Wynn Etal Unit No. 1', 'WELLNAME_H.L. Peterson #1 (Anshutz)', 'WELLNAME_H.a. Fowler Et Al #1-a', 'WELLNAME_H.h. Campbell #2', 'WELLNAME_H.l. Haynes Et Al Unit No. 1', 'WELLNAME_H.s. Wynn Et Al Unit #1', 'WELLNAME_Harris C-1', 'WELLNAME_Heinsohn #1', 'WELLNAME_Hillard Y2 Gas Unit 1-ut', 'WELLNAME_Homer Currie No. 6', 'WELLNAME_Houston K1', 'WELLNAME_International Paper Company A-1', 'WELLNAME_J C WALLACE 4', 'WELLNAME_J Filmore Etal', 'WELLNAME_J. Bourgue No. 1', 'WELLNAME_J. E. Jackson 40-1', 'WELLNAME_J. M. Bannister 1', 'WELLNAME_J. S. Nolen #1', 'WELLNAME_J. T. Gilbert #1', 'WELLNAME_J. W. Arcenaux No. 1', 'WELLNAME_J.b. Owens #5', 'WELLNAME_Jessie Allen Well no. 1-N', 'WELLNAME_Jimerson 4-6', 'WELLNAME_Johnson B-1', 'WELLNAME_Joseph T. Curry No. 1', 'WELLNAME_KULAWICK 2', 'WELLNAME_Kadison 1', 'WELLNAME_King Estate Unit #1', 'WELLNAME_King Unit B No. 1', 'WELLNAME_Kitchen #1', 'WELLNAME_Kresling #1', 'WELLNAME_L. A. Longino No. 1', 'WELLNAME_L. C. Doney Jr #1', 'WELLNAME_Ladelta Lbr. Co. No. F-1', 'WELLNAME_Lear Kolemay #1', 'WELLNAME_Levees Creek Swds 1', 'WELLNAME_Lita P. Ward A #2', 'WELLNAME_Luta P. Ward A #1', 'WELLNAME_M-17', 'WELLNAME_M. G. Novarre No. 1', 'WELLNAME_Mance-lowe #1', 'WELLNAME_Mary B. Holmes No. 1', 'WELLNAME_Mary Mcconnell No. 6-d', 'WELLNAME_McKamey B-5', 'WELLNAME_Midway Unit Tract 11 - 4', 'WELLNAME_Midway Unit Tract, 11 - 5', 'WELLNAME_Ms Mclaughlin #1', 'WELLNAME_No. 1', 'WELLNAME_No. 2', 'WELLNAME_Norman Hurd # 40', 'WELLNAME_Norman Hurd #19', 'WELLNAME_Norman Hurd #34', 'WELLNAME_O LIEKE 1', ""WELLNAME_O'bier #1"", 'WELLNAME_O. C. Nelson Fee #2k', 'WELLNAME_O. C. Nelson Fee #75', 'WELLNAME_O. C. Nelson Fee #7c', 'WELLNAME_Olin-brown No. 7-t', 'WELLNAME_Orchards Unit 6 #1', 'WELLNAME_Orchards Unit 9 #1', 'WELLNAME_P. C. Risher Swdw 1-s', 'WELLNAME_PETTUS 6', 'WELLNAME_PHARR FWU #3', 'WELLNAME_Pat Wyche 2ff #2-4', 'WELLNAME_Patterson 1', 'WELLNAME_Pleasant Bayou #2', 'WELLNAME_Portland Gas Un/cl #1', 'WELLNAME_Red River Bay Swds 3', 'WELLNAME_Roberson 1', 'WELLNAME_Rose 1', 'WELLNAME_Russell #1', 'WELLNAME_S. P. Brown Estate 1', 'WELLNAME_SaraBemis-1D', 'WELLNAME_Scaife #1', 'WELLNAME_Scales 1', 'WELLNAME_Schenck #3', 'WELLNAME_Sharp No. 10', 'WELLNAME_Shores A No. 1', 'WELLNAME_Silsbee Gas Unit', 'WELLNAME_Silverberg B-1', 'WELLNAME_Simon No. 1', 'WELLNAME_Sink Cub; Greer #1', 'WELLNAME_Sog #a-3', 'WELLNAME_Sog #a1', 'WELLNAME_Sog #ia', 'WELLNAME_Sosthene Traham', 'WELLNAME_Spears #1', 'WELLNAME_State Tract 377 # 1', 'WELLNAME_Stella M. Roberts #1', 'WELLNAME_T. Cushing #e-1', 'WELLNAME_T. E. Holt D', 'WELLNAME_T. Martin Fee #5', 'WELLNAME_T. Martin No. 1', 'WELLNAME_T.H. Lucky No. 1', 'WELLNAME_Taylor E #2', 'WELLNAME_Taylor E-2', 'WELLNAME_Taylor, G. W. A/c 6g #1', 'WELLNAME_Tony No. 1', 'WELLNAME_Tony No. 2', 'WELLNAME_Trice #1', 'WELLNAME_U.s.a. Clear Springs Swds 2', 'WELLNAME_U.s.a. No. B-5', 'WELLNAME_V.g. Harper No. 1', 'WELLNAME_W. H. Bennett #4', 'WELLNAME_W. Pettijean No. 1', 'WELLNAME_W.A. Moller B 11R', 'WELLNAME_W.L. West 6-11 No. 1', 'WELLNAME_W.L. West 6-6 No. 1', 'WELLNAME_W.M. Geiger no. 2-1', 'WELLNAME_WIATREK 1', 'WELLNAME_Walker 2 Unit 1-1', 'WELLNAME_Washington - Mitchell', 'WELLNAME_Waters #1', 'WELLNAME_Weeks Etal #2', 'WELLNAME_Weems 22-2', 'WELLNAME_Well No. 1', 'WELLNAME_Well No. 14', 'WELLNAME_Well No. 17', 'WELLNAME_Well No. 19', 'WELLNAME_Well No. 20', 'WELLNAME_Well No. 21', 'WELLNAME_Well No. 22', 'WELLNAME_Well No. 25', 'WELLNAME_Well No. 26', 'WELLNAME_Well No. 9', 'WELLNAME_Wilson 1', 'WELLNAME_Wise #1', 'WELLNAME_Woodard #b-1-d', 'PERIOD_Cretaceous', 'PERIOD_Jurassic', 'PERIOD_Neogene', 'PERIOD_Paleocene', 'PERIOD_Paleogene']","[3, 4, 5]",4,63788.99,46952.05,216.68,51.03,0.26,30.36,76.79,85.71,91.07,0.36,2410.0,4.37,10.26,16.65,17384.6
02_pca,Appalachian,652,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3]",2,3653.63,2704.31,52.0,25.84,0.26,25.19,48.09,64.12,80.92,0.0,3818.92,3.38,10.2,22.8,3864.63
01_wi_wc,Appalachian,71,137,"['TDS', 'LATITUDE', 'LONGITUDE', 'DEPTHUPPER', 'DEPTHLOWER', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn', 'CHARGEBAL', 'PLAYTYPE_Sedimentary', 'WELLTYPE_Conventional Hydrocarbon', 'FORMSIMPLE_Berea', 'FORMSIMPLE_Clinton', 'FORMSIMPLE_Fifth Sand', 'FORMSIMPLE_Fourth Sand', 'FORMSIMPLE_Gatesburg', 'FORMSIMPLE_Gordon', 'FORMSIMPLE_Hundred Foot Sand', 'FORMSIMPLE_Medina', 'FORMSIMPLE_Mountain', 'FORMSIMPLE_Murrysville', 'FORMSIMPLE_Oriskany', 'FORMSIMPLE_Salt Sand', 'STATE_Kentucky', 'STATE_New York', 'STATE_Ohio', 'STATE_Pennsylvania', 'STATE_West Virginia', 'COUNTY_Allegany', 'COUNTY_Allegheny', 'COUNTY_Ashtabula', 'COUNTY_Butler', 'COUNTY_Carroll', 'COUNTY_Cattaraugus', 'COUNTY_Coshocton', 'COUNTY_Erie', 'COUNTY_Guernsey', 'COUNTY_Hocking', 'COUNTY_Holmes', 'COUNTY_Knox', 'COUNTY_Lawrence', 'COUNTY_Licking', 'COUNTY_Mahoning', 'COUNTY_Morgan', 'COUNTY_Muskingum', 'COUNTY_Perry', 'COUNTY_Preston', 'COUNTY_Stark', 'COUNTY_Steuben', 'COUNTY_Tuscarawas', 'COUNTY_Vinton', 'COUNTY_Washington', 'COUNTY_Wayne', 'COUNTY_Westmoreland', 'PROVINCE_Appalachian Basin', 'REGION_Eastern', 'WELLNAME_Amos Miller', 'WELLNAME_B.l. Latham #2-a', 'WELLNAME_Berman', 'WELLNAME_Briar Hill Stone', 'WELLNAME_Brown', 'WELLNAME_Brownrigg', 'WELLNAME_Burkhart 1 & 2', 'WELLNAME_Carl W. Fisher #2', 'WELLNAME_Chapman', 'WELLNAME_Colopy', 'WELLNAME_Conrad', 'WELLNAME_Consol Lease', 'WELLNAME_Dean Holt', 'WELLNAME_Do.', 'WELLNAME_E. Rogers', 'WELLNAME_Edmund G. Williams', 'WELLNAME_Eshler/brown', 'WELLNAME_F M Nowells 1', 'WELLNAME_Felumlee', 'WELLNAME_Gardner', 'WELLNAME_Gibson', 'WELLNAME_Goldsboro 102', 'WELLNAME_Goodlive', 'WELLNAME_H. Ames 1', 'WELLNAME_H. B. Kiser', 'WELLNAME_H.h. Sheppard', 'WELLNAME_Harding', 'WELLNAME_Hazel Kid Et Al.', 'WELLNAME_Henry', 'WELLNAME_Homer Armstrong 1', 'WELLNAME_Hughes', 'WELLNAME_Jacobs', 'WELLNAME_John Daugherty', 'WELLNAME_Kidd Hazel Et Al 1', 'WELLNAME_L. Chase 1', 'WELLNAME_Lindsey E Nice #9102', 'WELLNAME_Lotz', 'WELLNAME_M. Palmer 1', 'WELLNAME_Manufactures Light & Heat', 'WELLNAME_Marsh A-1', 'WELLNAME_Martin', 'WELLNAME_Mary Hamilton', 'WELLNAME_Merry A-1', 'WELLNAME_Miller', 'WELLNAME_Mrs. D. Moritz', 'WELLNAME_Nowells', 'WELLNAME_Octavia Moore 1107', 'WELLNAME_Peoples Natural Gas Company', 'WELLNAME_R. Nihizer', 'WELLNAME_R.j. Steeb', 'WELLNAME_Ritzert Bros.', 'WELLNAME_Schultz', 'WELLNAME_Snyder', 'WELLNAME_Stone & Stone', 'WELLNAME_V.r. Stephens', 'WELLNAME_W. & E. Ferguson', 'WELLNAME_W.j. Derr', 'WELLNAME_W.m. Ruby Estate', 'WELLNAME_Wagner', 'WELLNAME_Watson-bar', 'WELLNAME_Waverly Oil Works', 'WELLNAME_Weaver', 'WELLNAME_Wells', 'WELLNAME_Wilder', 'WELLNAME_Wolford', 'WELLNAME_Worley', 'PERIOD_Cambrian', 'PERIOD_Devonian', 'PERIOD_Mississippian', 'PERIOD_Silurian']","[1, 2, 3]",3,1270.11,938.26,30.63,16.86,0.26,36.36,54.55,63.64,77.27,0.96,288.89,1.42,5.63,19.29,620.2
05_wi_nc_eo,Gulf Coast,435,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","[1, 2, 3, 4, 5]",4,33425.18,24871.81,157.71,31.92,0.26,49.43,67.24,78.16,86.21,0.0,1773.72,1.09,3.14,11.37,2873.67
01_pca,Williston,502,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3]",1,2074.04,1558.92,39.48,12.17,0.25,42.38,64.24,75.5,87.42,0.0,26215.79,0.0,2.6,8.0,1730.89
03_wi_nc_eo,Oklahoma Platform,248,15,"['TDS', 'PH', 'B', 'Ba', 'Br', 'HCO3', 'Ca', 'Cl', 'FeTot', 'K', 'Mg', 'Na', 'SO4', 'Sr', 'Zn']","[1, 2, 3, 4, 5]",5,273.88,205.62,14.34,9.88,0.25,9.33,25.33,40.0,58.67,0.12,3160.0,2.32,5.64,14.48,188.17
03_pca,Williston,502,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3, 4, 5]",1,2074.04,1558.92,39.48,12.17,0.25,42.38,64.24,75.5,87.42,0.0,26215.79,0.0,2.6,8.0,1730.89
02_pca,Illinois,25,15,"['PC1', 'PC2', 'PC3', 'PC4', 'PC5', 'PC6', 'PC7', 'PC8', 'PC9', 'PC10', 'PC11', 'PC12', 'PC13', 'PC14', 'PC15']","[1, 2, 3]",3,191.2,146.06,12.09,8.86,0.24,20.0,40.0,40.0,60.0,0.78,241.94,2.33,5.25,14.7,103.21
